# Tessera TSV -- PUBLIC checkpoint, SCALE-MODEL evaluation at the pipeline's Ka band. This IS InterconnectBlock(source='tessera')'s DEFAULT over 28.5-31.5 GHz (band_hz with scale=None), NOT a direct evaluation of the shipped geometry at these frequencies -- compare against the in-band slice of tessera_tsv_s21_public.csv, which differs measurably (see each file's in-band mean/ripple in e2e/data/interconnect/README.md).
# presented geometry: radius 2.5 um, pitch 30 um, height 50 um, liner 0.25 um, 300 K
# model geometry actually evaluated: radius 5 um, pitch 60 um, height 100 um, liner 0.5 um, 300 K -- scale x2 applied to all four lengths together (F91), frequency evaluated at /2 and reported at the real Ka frequencies
# arrangement: ring3x3
# checkpoint: models/best_model.pth, commit e53bb885429586fb01209c82bb5c684f778b8cf4, sha256 97fb2a651bf475d124609e16e0feeecd7e97c8e1d5f494696bab9b838c6d3e09
# wrapper: e2e_sim_public commit 88f6240434f6371b37db45c8fb909f19b6b6bfb7, TesseraTSV.OUTPUT_VERSION=1
# scale: 2 -- auto-resolved by e2e.blocks._resolve_tessera_scale for this band (see F91, notes/ESTABLISHED_FACTS.md); NOT the direct evaluation
# generated: 2026-09-23
# command: python -m e2e.data.interconnect.regenerate_tessera_tsv
# phase is the surrogate's OWN phase (not a minimum-phase reconstruction).
# columns: freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg,s11_re,s11_im,s11_abs_db
freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg,s11_re,s11_im,s11_abs_db
2.980000e+10,9.26363409e-01,-1.51002198e-01,-0.550483,-9.258094,-5.11335805e-02,-2.79994383e-02,-24.686985
2.981000e+10,9.26354408e-01,-1.51040792e-01,-0.550508,-9.260508,-5.11413068e-02,-2.80036926e-02,-24.685671
2.982000e+10,9.26345348e-01,-1.51079401e-01,-0.550533,-9.262923,-5.11489809e-02,-2.80079991e-02,-24.684360
2.983000e+10,9.26336527e-01,-1.51117980e-01,-0.550556,-9.265334,-5.11567071e-02,-2.80122533e-02,-24.683046
2.984000e+10,9.26327109e-01,-1.51156604e-01,-0.550585,-9.267753,-5.11643961e-02,-2.80165151e-02,-24.681737
2.985000e+10,9.26317990e-01,-1.51195198e-01,-0.550611,-9.270168,-5.11721447e-02,-2.80207768e-02,-24.680420
2.986000e+10,9.26309168e-01,-1.51233763e-01,-0.550634,-9.272578,-5.11797965e-02,-2.80250534e-02,-24.679116
2.987000e+10,9.26300049e-01,-1.51272342e-01,-0.550659,-9.274992,-5.11874855e-02,-2.80293077e-02,-24.677808
2.988000e+10,9.26290989e-01,-1.51311055e-01,-0.550684,-9.277414,-5.11951819e-02,-2.80335695e-02,-24.676498
2.989000e+10,9.26281929e-01,-1.51349604e-01,-0.550710,-9.279826,-5.12029007e-02,-2.80378312e-02,-24.675186
2.990000e+10,9.26272750e-01,-1.51388124e-01,-0.550736,-9.282237,-5.12105674e-02,-2.80420929e-02,-24.673881
2.991000e+10,9.26263809e-01,-1.51426747e-01,-0.550760,-9.284652,-5.12182564e-02,-2.80463621e-02,-24.672573
2.992000e+10,9.26254869e-01,-1.51465356e-01,-0.550784,-9.287066,-5.12259528e-02,-2.80506089e-02,-24.671266
2.993000e+10,9.26245689e-01,-1.51503861e-01,-0.550810,-9.289476,-5.12336418e-02,-2.80548632e-02,-24.669959
2.994000e+10,9.26236689e-01,-1.51542559e-01,-0.550835,-9.291896,-5.12413010e-02,-2.80591398e-02,-24.668655
2.995000e+10,9.26227629e-01,-1.51581049e-01,-0.550860,-9.294304,-5.12490049e-02,-2.80633718e-02,-24.667348
2.996000e+10,9.26218629e-01,-1.51619613e-01,-0.550884,-9.296716,-5.12566417e-02,-2.80676261e-02,-24.666048
2.997000e+10,9.26209509e-01,-1.51658222e-01,-0.550910,-9.299132,-5.12643382e-02,-2.80718803e-02,-24.664741
2.998000e+10,9.26200390e-01,-1.51696816e-01,-0.550936,-9.301547,-5.12719974e-02,-2.80761421e-02,-24.663439
2.999000e+10,9.26191449e-01,-1.51735380e-01,-0.550960,-9.303959,-5.12796566e-02,-2.80804113e-02,-24.662136
3.000000e+10,9.26182270e-01,-1.51773974e-01,-0.550986,-9.306375,-5.12873158e-02,-2.80846432e-02,-24.660836
3.001000e+10,9.26173329e-01,-1.51812434e-01,-0.551010,-9.308780,-5.12949973e-02,-2.80889049e-02,-24.659532
3.002000e+10,9.26164269e-01,-1.51851028e-01,-0.551035,-9.311194,-5.13026342e-02,-2.80931294e-02,-24.658235
3.003000e+10,9.26155090e-01,-1.51889622e-01,-0.551061,-9.313610,-5.13103232e-02,-2.80973837e-02,-24.656931
3.004000e+10,9.26146090e-01,-1.51928201e-01,-0.551085,-9.316023,-5.13179973e-02,-2.81016603e-02,-24.655626
3.005000e+10,9.26136971e-01,-1.51966780e-01,-0.551111,-9.318438,-5.13256118e-02,-2.81058922e-02,-24.654333
3.006000e+10,9.26127970e-01,-1.52005345e-01,-0.551135,-9.320850,-5.13333008e-02,-2.81101614e-02,-24.653028
3.007000e+10,9.26118910e-01,-1.52043834e-01,-0.551160,-9.323258,-5.13409153e-02,-2.81144008e-02,-24.651735
